geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
HDAC6	397	5.522654	820	6.835292	340	7.35356	1949	9.931873
DKK2	31	0.4570883	5581	49.31015	18	0.412641	257	1.388141
B3GNTL1	74	1.618426	96	1.258109	23	0.7820787	161	1.289879
PYCARD	150	10.40623	567	23.57063	42	4.530154	1154	29.32716
DNASE2	640	17.0922	3129	50.07367	106	4.401344	3899	38.14462
ZDHHC17	649	7.29486	937	6.310994	276	4.823284	1343	5.529811
TSPAN4	2070	83.33891	7970	192.2745	79	4.944996	15442	227.742
CPSF7	1459	21.21515	1873	16.31979	721	16.3	3151	16.78422
NCK1	610	7.399306	1482	10.77197	176	3.319214	1526	6.78075
CHMP1B	1255	21.99399	1896	19.91061	1327	36.15702	17695	113.5986
ARHGEF3	213	2.816894	990	7.845343	95	1.953331	1821	8.821914
VPS35	4128	44.42531	3190	20.57157	492	8.232227	5144	20.27934
ALG12	459	10.37282	1482	20.06865	81	2.845971	1104	9.139344
TFCP2	723	10.43665	891	7.70702	190	4.264204	1578	8.344338
KDM2A	2267	16.47986	2003	8.725066	1259	14.22948	4283	11.40544
KCTD9	1798	28.35076	1770	16.72377	275	6.741696	2735	15.79772
YEATS2	1366	11.25948	1227	6.060355	88	1.127747	1892	5.712823
TM2D2	1139	18.32061	1419	13.6768	65	1.625515	2636	15.53186
GPI	3055	39.38216	3712	28.6736	1968	39.44345	7781	36.74395
ETV6	234	2.099141	785	4.219697	117	1.631823	682	2.241157
TMEM214	1771	32.69295	4435	49.05859	138	3.960738	5243	35.455
FAM222A	19	0.3244932	18	0.1842088	23	0.6107188	27	0.1689187
GOLGB1	2498	12.04782	3067	8.863712	581	4.356658	5317	9.393872
SGCB	4391	55.03042	7326	55.01641	1825	35.56016	6966	31.98047
TMX4	1209	10.5183	1557	8.116963	1138	15.39298	3820	12.17431
KRI1	567	10.1186	580	6.202276	174	4.827785	925	6.047014
SPOUT1	408	5.104929	481	3.606289	156	3.034698	848	3.886757
LUZP6	7779	107.4054	6256	51.75891	734	15.75651	10020	50.67949
KLHL21	1852	21.9922	2617	18.62162	2244	41.42973	8627	37.5275
ACTR5	115	2.487729	115	1.490695	47	1.580755	274	2.17129
PRUNE1	190	4.170728	609	8.010533	282	9.624291	510	4.101006
TMEM69	463	16.87913	826	18.04409	156	8.842093	792	10.57685
MRPS27	1336	25.37916	1402	15.95897	308	9.096681	1893	13.17296
HEXIM2	62	2.725295	82	2.15984	57	3.895455	270	4.347581
PHF20	1528	13.91437	831	4.534475	512	7.24889	1652	5.510769
COX4I1	2464	119.2567	7447	215.9778	2400	180.5987	9100	161.3412
UBN2	377	1.399702	330	0.7341656	295	1.702855	654	0.8894755
ARPC5L	1010	21.5018	1061	13.53489	313	10.35999	1426	11.12078
TNIP1	883	16.62656	3265	36.83925	1621	47.45546	4469	30.82578
NEK9	2102	17.93817	2862	14.63528	1099	14.58158	4177	13.05786
CCNB1IP1	308	10.97478	1364	29.12363	144	7.977542	688	8.980399
ZNF148	1389	7.872288	923	3.13463	276	2.432032	1276	2.64918
FECH	520	3.841036	737	3.262109	315	3.617571	1318	3.566338
ELP4	229	4.963837	185	2.402922	109	3.673414	249	1.977167
SH3BGRL	1731	45.01841	4819	75.0993	145	5.863035	7979	76.01574
KATNBL1	537	10.51007	620	7.271244	107	3.255939	600	4.301743
BMP4	11	0.3519657	365	6.998201	66	3.283319	707	8.286843
SYT15	75	0.7302121	91	0.5309029	20	0.3027465	157	0.5599502
PUF60	1953	53.48983	3030	49.7276	556	23.67583	4291	43.05162
VPS33A	425	8.755813	390	4.814576	112	3.587459	690	5.207373
SMARCAL1	840	13.7799	1069	10.50825	71	1.810867	1422	8.545321
RUNX2	363	44.95732	654	48.53527	11	2.118107	662	30.03404
NUBPL	219	4.309822	253	2.983469	126	3.855202	361	2.602462
ARHGEF11	1179	9.340518	1526	7.244319	296	3.645947	3227	9.365224
TMEM30A	7058	83.29617	9472	66.98398	607	11.13765	8784	37.97499
MLX	1122	25.07052	1149	15.38425	557	19.35027	2093	17.13175
C14orf166	1853	94.54845	3477	106.3089	663	52.59615	5099	95.30727
GEMIN7	220	7.557906	364	7.493178	64	3.418379	520	6.544013
LOC101929243	22	3.223467	43	3.77533	55	12.52924	132	7.084946
EFCAB2	87	3.963916	29	0.7917519	97	6.871292	230	3.838797
ZNF599	48	0.8263516	124	1.279179	13	0.3479593	90	0.5675814
IRGQ	359	1.987407	682	2.262365	138	1.187772	687	1.393193
ST6GALNAC3	129	2.109745	86	0.8428002	20	0.5085477	54	0.3235162
C12orf57	745	51.48447	3928	162.6587	338	36.31601	4009	101.4888
CHMP4A	439	17.36147	635	15.0481	70	4.304091	1501	21.74527
PPP4R1L	55	1.229972	18	0.2412076	14	0.4867679	115	0.94209
ZADH2	517	3.671219	796	3.387027	377	4.162196	1422	3.698975
MEPCE	1072	30.54618	1388	23.6994	263	11.65143	3129	32.66101
WWC3	618	5.135009	1306	6.502522	136	1.756924	1797	5.469692
ACSL4	3526	35.45622	2470	14.88308	431	6.738276	3460	12.74525
FBF1	217	2.487072	306	2.101532	17	0.3029277	858	3.602284
PPP1R3F	75	1.617213	638	8.243516	181	6.068005	1347	10.63985
PDK2	437	8.695696	1504	17.93315	1060	32.79369	2538	18.50021
SNRK-AS1	112	1.728403	75	0.693544	65	1.559559	197	1.113666
MGRN1	1145	15.87452	2257	18.75049	464	10.00172	4123	20.93971
CRKL	1703	17.1505	1672	10.08984	808	12.65129	2098	7.739798
ZNF143	332	6.047585	561	6.1234	153	4.33308	472	3.149546
IPO9	2862	13.44427	2218	6.243314	287	2.096096	3452	5.940193
VPS50	594	26.76832	599	16.17512	177	12.40136	681	11.24201
MDFIC	2445	24.68326	5448	32.95692	337	5.289504	3192	11.80453
ZNF222	54	1.789769	149	2.959207	21	1.082141	90	1.092717
DTX2	159	3.159191	423	5.036224	78	2.409544	952	6.929115
ZHX2	219	2.694257	1223	9.015861	524	10.02277	1824	8.220187
MZT2A	658	50.91835	1207	55.96824	109	13.11404	2384	67.57977
ALDH1A3	4326	64.31645	8633	76.91006	364	8.413919	2808	15.29307
CA5B	221	1.964774	384	2.045679	11	0.1520458	1570	5.113073
EIF3L	4382	120.6947	12436	205.2496	2080	89.07185	9799	98.86886
GNS	6795	71.05966	11637	72.92234	455	7.397867	15612	59.80731
PIEZO1	8041	53.30856	6324	25.1226	177	1.824406	12308	29.89072
ARHGEF40	2916	26.34361	4317	23.36984	182	2.556352	5222	17.28171
NIFK	1044	32.21309	1197	22.13156	131	6.284412	1167	13.19061
C1orf198	788	11.23582	4697	40.13145	456	10.10892	3465	18.09854
STX12	1717	29.9049	1896	19.78774	281	7.609213	2420	15.44007
SRXN1	1864	37.17379	1299	15.52337	691	21.42547	4317	31.53806
MORN2	180	13.02675	334	14.48424	46	5.175863	536	14.20988
SYNGR2	25	0.8384424	228	4.581988	1359	70.86211	148	1.818264
PARVB	732	20.90245	1275	21.81635	999	44.35198	1252	13.09642
CPS1	263	2.463553	198	1.111367	11	0.1601992	429	1.47206
BAZ1B	4214	36.95556	2453	12.89047	502	6.844636	4532	14.55919
FUS	7622	79.84827	3928	24.65778	1412	22.99814	9737	37.36662
CCDC39	29	0.4035227	14	0.1167304	35	0.7571806	187	0.9531772
PANX1	949	18.38577	790	9.171251	297	8.946095	1268	8.999055
IFI44	171	5.632788	484	9.553412	124	6.350536	711	8.579439
CDCA7L	996	19.28241	495	5.742394	22	0.6621952	415	2.943148
CDH11	10773	90.33952	33689	169.2837	17	0.2216417	39879	122.5032
LOC645166	576	27.97919	551	16.038	15	1.132831	995	17.70507
MRAS	1607	21.47476	2012	16.11115	368	7.64578	2330	11.40592
PI4KA	1828	14.51862	2409	11.46494	387	4.778831	4160	12.10332
TCEANC	23	0.4009804	135	1.410311	20	0.5421092	82	0.5236863
ZNF671	58	1.34764	45	0.6265335	28	1.011499	15	0.127673
ZNF304	226	2.456852	219	1.426595	50	0.8450881	218	0.8681387
IFT81	619	10.43867	482	4.870656	82	2.149957	753	4.651699
PPP1CB	3703	39.82751	4014	25.86978	6870	114.8808	4333	17.07183
LSMEM2	33	1.186911	44	0.9482931	116	6.486695	17	0.223983
ZNF333	192	2.841154	244	2.163561	75	1.725505	442	2.39595
DTNBP1	210	7.729322	536	11.82151	108	6.180268	543	7.321229
SOCS3	1190	23.31599	1784	20.94535	9505	289.5479	9994	71.73123
C12orf29	501	9.3483	669	7.480092	69	2.00173	557	3.807257
GALK2	236	3.820078	365	3.540291	66	1.660985	622	3.688185
ARL4C	934	12.49686	2255	18.0795	32	0.6656798	2132	10.44969
TMOD3	2415	27.75582	2256	15.53681	78	1.393776	3442	14.49138
TMEM168	594	4.309295	610	2.651767	138	1.55654	762	2.025055
TESK1	508	10.82766	1167	14.90486	386	12.79145	2424	18.9263
HMGB3	1567	22.85995	238	2.080506	53	1.202108	1172	6.263194
LOC100506548	309	4.270792	1514	12.53897	162	3.481179	527	2.668226
WTIP	384	9.343322	1191	17.36472	67	2.534582	1480	13.19149
PEX2	668	8.180563	1359	9.972685	264	5.026574	1287	5.773608
EVC	1146	31.06991	3204	52.05157	38	1.601771	4559	45.27798
COL18A1	790	7.187844	4762	25.96252	377	5.333034	16834	56.1075
INTS7	643	7.702036	435	3.122265	62	1.154643	524	2.299259
AZIN1	4194	53.05749	2786	21.11958	1061	20.86868	3768	17.46189
CNOT4	430	6.110099	497	4.23177	386	8.527634	868	4.518159
ALKBH5	1364	21.307	3065	28.68958	2239	54.37802	6297	36.03326
GATAD1	664	8.61141	1040	8.082122	115	2.318811	1358	6.451608
DNHD1	48	0.1731758	55	0.1189035	42	0.2355899	698	0.9224938
DNLZ	117	8.365777	204	8.740504	121	13.45139	749	19.61843
ZNF425	120	1.999756	310	3.095589	27	0.6995534	248	1.513942
KBTBD4	348	7.318478	513	6.464646	145	4.741011	647	4.984342
ZNF429	102	11.78864	144	9.972685	82	14.73462	210	8.890886
DVL1	1628	29.11117	2513	26.92673	2450	68.11343	5009	32.81091
LSM3	838	64.66077	935	43.23091	384	46.06696	1426	40.30681
MPHOSPH8	920	11.55966	936	7.047239	203	3.965653	1874	8.625591
DPP3	770	13.81024	800	8.597781	88	2.453887	1657	10.88667
NUDT19	385	6.958648	420	4.548826	112	3.14734	423	2.8007
FAAH	15	0.3839626	20	0.3067705	77	3.064431	83	0.7782834
ARG2	277	7.502332	364	5.907501	222	9.348263	472	4.682961
SRPX	3913	113.8587	5641	98.35543	45	2.035778	35968	383.3846
SCAP	1252	17.7621	3166	26.91452	183	4.036477	4219	21.9261
PPIH	332	22.25511	223	8.95741	57	5.940568	641	15.74026
TUBG2	167	4.854023	605	10.53723	31	1.400904	1081	11.50994
METTL17	418	12.55095	519	9.337992	168	7.842797	581	6.390553
ATP2B1	2234	17.28	2266	10.50283	636	7.648549	4233	11.99419
GABARAPL1	569	16.34367	3783	65.11179	3778	168.7177	5039	53.02049
DNAJC9	1500	33.95533	549	7.446889	99	3.484282	614	5.091515
THAP10	112	2.934147	106	1.664009	17	0.6924273	137	1.31476
PFKP	4139	88.07985	1614	20.58119	167	5.525341	10486	81.74346
BET1L	927	17.65969	2691	30.7187	142	4.205843	3145	21.94755
EXOSC10	1747	32.96481	1379	15.59221	285	8.36111	2307	15.94657
TRDMT1	209	0.8507664	112	0.273192	36	0.2278389	269	0.4011237
SERPINB8	734	11.66975	551	5.249318	114	2.817939	912	5.311562
EEF2KMT	367	8.179978	494	6.597796	43	1.490102	534	4.360029
HIST1H2AC	54	5.303747	858	50.49661	74	11.3001	1051	37.8141
MRPS15	850	47.23602	1480	49.28355	876	75.68676	2212	45.02996
ZZZ3	1229	10.27874	1303	6.53008	134	1.742426	1168	3.578434
RAB30-AS1	23	1.832713	27	1.289188	39	4.831619	87	2.539498
NQO1	2544	56.53814	2062	27.4599	169	5.839458	5402	43.97856
ATP2C1	2906	31.10567	3132	20.08869	439	7.305836	2971	11.64954
ANAPC2	540	10.72536	964	11.4731	183	5.651067	1493	10.86275
DGKH	600	1.870919	215	0.4017243	88	0.4266265	780	0.8909644
VSIG10	349	3.740904	382	2.453581	192	3.199734	463	1.818001
MAPK11	167	3.683946	189	2.498299	27	0.9260233	551	4.452566
TRAF1	36	0.4486553	34	0.2539073	21	0.4069032	307	1.401557
ZNF548	177	2.086141	310	2.189363	59	1.081144	368	1.58884
PPIL1	672	20.75875	994	18.39943	107	5.138983	432	4.888524
LOC155060	36	0.6121002	197	2.007114	18	0.4758323	453	2.821501
TLR4	13	0.120593	201	1.117277	666	9.605376	41	0.1393236
PNPLA2	708	15.6439	2369	31.36627	1100	37.78905	4476	36.22964
DHX9	5918	69.96545	3647	25.8363	778	14.30045	5757	24.93256
COX11	799	35.4114	895	23.76869	413	28.45823	1266	20.5538
SYS1	492	8.919666	1177	12.78633	193	5.440042	1310	8.699952
RPS13	4071	412.693	9769	593.4198	3002	473.1492	5423	201.3853
CEP112	203	8.303764	345	8.45637	138	8.776463	529	7.926778
TMEM42	157	8.565009	522	17.06415	44	3.732006	698	13.94908
GPC3	319	7.386417	149	2.067356	27	0.9720047	298	2.527676
TNFAIP8L1	109	1.531391	125	1.052338	30	0.6553031	209	1.075642
PRR13	1088	48.82505	1606	43.18622	233	16.25665	4726	77.69079
ZNF324	161	2.67221	280	2.784766	36	0.9289849	337	2.048975
SLC50A1	269	12.21474	893	24.29792	32	2.25914	1439	23.93617
RALBP1	2731	33.63682	3184	23.49915	580	11.10664	4069	18.35875
HCFC1R1	422	33.72653	4151	198.7915	757	94.06249	9937	290.9219
DNAJA2	1741	30.63131	2512	26.48331	859	23.49748	2516	16.21584
ACVR2B	49	0.2310483	116	0.3277559	82	0.6011487	83	0.1433662
SLC25A45	45	1.080217	102	1.467184	53	1.978043	229	2.013706
TP53I11	592	9.602859	2798	27.19646	151	3.808178	6096	36.22312
ANKHD1	2062	13.45073	1471	5.749838	944	9.573935	3643	8.70519
LZTFL1	385	5.242841	592	4.830739	57	1.206819	1171	5.841507
MLLT3	202	1.619708	461	2.214993	56	0.6981277	560	1.644885
AP3S1	2086	67.96201	4959	96.81259	161	8.155286	4852	57.90748
ETS2	1114	15.18176	441	3.601318	4443	94.14011	5704	28.47597
TRERF1	678	4.794166	485	2.054996	23	0.2528556	1020	2.642078
WDR45	668	18.90379	2054	34.83043	323	14.21139	3352	34.7487
RMND1	430	15.52829	601	13.00516	79	4.435512	708	9.365922
ST7	343	9.003419	427	6.716254	105	4.285131	1093	10.50983
SENP6	1845	14.04221	2017	9.198793	765	9.052362	2664	7.427374
SLC27A4	829	13.91007	1344	13.51326	51	1.330474	1857	11.41429
TRAPPC2	128	2.400079	352	3.954979	14	0.4081362	438	3.008512
TMEM120A	376	14.31062	961	21.91694	290	17.16051	2098	29.25083
SUMO3	2662	74.31258	4255	71.17702	523	22.69956	6234	63.75043
PSMA5	1166	16.69216	2667	22.87825	309	6.877551	2264	11.87278
NPC1	1404	15.64021	1215	8.110316	123	2.130307	8197	33.44973
MKLN1	1727	8.281628	2921	8.393456	520	3.876932	2955	5.190903
UTP18	890	25.33324	812	13.84978	108	4.779539	925	9.645052
AKAP11	2921	15.79071	1762	5.707709	153	1.285946	2190	4.336868
TRAF4	514	9.498333	664	7.352555	44	1.264149	1905	12.89559
SLC35F6	809	11.09	1431	11.75461	84	1.790291	3351	16.82749
PPM1B	554	11.0814	794	9.516808	1524	47.39486	1123	8.228614
PSMB7	2158	114.0163	2659	84.18212	639	52.49017	4350	84.19125
FAM13A	331	3.528919	599	3.826718	187	3.099679	842	3.288424
S1PR1	144	2.624832	697	7.613033	234	6.631569	1142	7.62548
CMTR1	1080	14.04387	1284	10.00493	336	6.793033	2257	10.75119
CLN6	617	14.75813	512	7.338409	99	3.681652	806	7.062251
ZNF544	315	4.897778	300	2.795089	32	0.7735705	253	1.441023
COPB2	5854	98.04221	6591	66.14508	264	6.874256	8377	51.39382
ARID5B	2452	16.55873	5754	23.28425	8786	92.24846	9528	23.57058
PLEKHM1	901	9.565972	2133	13.57004	358	5.909473	5999	23.33164
IMMP1L	50	3.618541	38	1.647908	25	2.812969	58	1.537636
LOC109910382	199	2.104877	430	2.725386	12	0.1973406	11	0.04262147
SAT1	778	35.1488	1721	46.59054	3041	213.6037	9611	159.0602
SNRNP70	2522	68.8629	3287	53.78062	890	37.78259	9237	92.39175
TEX264	501	17.25563	1684	34.7553	123	6.586575	2518	31.76953
VIPR2	11	0.1495676	16	0.1303619	29	0.6130617	20	0.09961777
BZW2	1280	39.51772	522	9.656912	2241	107.5685	1252	14.15951
FGFR1OP	531	8.251469	353	3.286982	94	2.271046	622	3.5407
FUT4	330	2.926064	368	1.955256	25	0.3446445	743	2.413352
WDR61	551	22.41908	917	22.35741	188	11.89284	1300	19.37634
DGKQ	336	3.880809	617	4.270257	25	0.448936	1317	5.572253
DLG4	407	5.060537	1120	8.344612	40	0.7732567	2034	9.264356
ECHDC1	1546	39.16249	2318	35.18521	275	10.83066	1740	16.14627
CTDP1	593	8.858128	955	8.548236	163	3.785614	1328	7.266869
C14orf80	180	5.644924	54	1.014764	23	1.121437	258	2.963926
MAPK8IP3	515	4.876022	719	4.079184	259	3.812586	2807	9.735603
SUGP2	1841	15.79883	1360	6.993522	632	8.43237	3188	10.02193
CBWD6	100	3.11965	206	3.850871	23	1.115566	236	2.696993
RPL29	5508	425.0019	20907	966.6617	5538	664.3719	15977	451.6002
OTUB1	1004	21.5193	2048	26.3033	350	11.66337	2802	22.0001
FOXO4	134	2.257615	762	7.692826	672	17.60256	861	5.313861
ARMCX2	2010	37.86084	2015	22.74339	52	1.522857	3060	21.11435
LINC00869	18	0.8194245	81	2.209568	12	0.8493351	100	1.667625
FLYWCH1	796	16.83238	1987	25.17771	362	11.90152	3914	30.31903
MRPL50	385	20.22165	440	13.84824	124	10.12603	546	10.50535
TSR1	1898	20.8573	980	6.453181	651	11.12255	1310	5.273454
TNFSF12	311	10.26334	1471	29.08887	162	8.311985	2480	29.98072
NORAD	8558	85.89518	10605	63.78126	3567	55.66229	21208	77.97552
MAN1A1	3654	38.97996	4851	31.00916	239	3.963986	10070	39.35177
CAV2	2547	47.06664	1559	17.263	124	3.562603	2489	16.84889
DHX32	656	11.45901	1247	13.05256	125	3.394804	921	5.893387
KLHL25	124	1.806498	277	2.418141	57	1.291077	134	0.7151262
ZNF341	72	1.085196	97	0.8760591	35	0.8201725	285	1.573558
MOSPD2	589	13.5563	651	8.97827	67	2.397519	716	6.036717
ATXN7L1	145	2.655698	113	1.240152	21	0.5979865	553	3.710204
EIF5A2	421	4.077456	659	3.824533	14	0.2108126	579	2.054224
SLC27A3	109	1.799113	400	3.956197	16	0.4105948	1108	6.699367
ZNF808	73	1.182348	53	0.5143802	29	0.7302675	106	0.6289127
MEDAG	642	14.40518	2188	29.41826	800	27.90842	19650	161.5133
SELENOP	396	9.122081	8381	115.6859	773	27.68469	2832	23.89758
TRUB1	612	9.618871	461	4.341697	26	0.6353418	565	3.252993
ZNF302	402	8.21882	801	9.813001	394	12.52394	581	4.351326
SLC38A4	94	1.265608	624	5.034332	349	7.30564	92	0.4537548
ZBTB20	653	1.300345	1167	1.392522	1676	5.188965	2711	1.977593
FAM118B	436	11.18721	907	13.94532	130	5.186092	850	7.98944
ALDH1A1	24	0.5432852	382	5.181624	577	20.30738	68	0.5638812
LOC105370792	57	1.017891	79	0.8453555	19	0.527523	134	0.8765833
ESYT1	4471	56.05923	2649	19.90262	377	7.349288	6866	31.53612
BCL9	371	3.213103	482	2.501403	91	1.225331	731	2.319157
KIF3A	461	3.939752	249	1.275126	38	0.5049089	525	1.643574
RALGAPA2	244	1.388175	174	0.5931839	1002	8.863054	787	1.640178
NPIPB13	47	0.6456093	73	0.6008701	69	1.473609	326	1.640407
SAFB	2062	35.63597	2951	30.56012	672	18.05638	3616	22.89235
PSMG1	621	29.21248	576	16.23623	102	7.459993	967	16.66347
MAP7D3	897	10.80728	644	4.649389	84	1.573493	1476	6.514371
ZMYND19	369	14.444	526	12.33766	33	2.008337	1249	17.90959
TMEM234	170	6.352998	271	6.068551	19	1.103938	675	9.240502
B3GAT3	641	20.94745	980	19.19045	37	1.879907	2005	24.00212
FYN	1478	26.21911	2977	31.64523	113	3.116617	5168	33.58366
TIMM8A	130	4.834591	116	2.584999	17	0.9829395	159	2.166085
NDN	1432	40.48157	3586	60.745	86	3.779847	6669	69.06168
PRPS2	529	11.16873	442	5.591858	18	0.5908564	679	5.251457
SNRK	307	3.156936	460	2.834465	181	2.893792	497	1.872172
NCOA6	1155	6.667269	1324	4.57973	330	2.961702	2379	5.030631
SCAF11	2406	16.98605	2661	11.25713	843	9.253068	2442	6.315452
RMDN3	593	13.82037	887	12.38724	156	5.652637	1279	10.91937
ATP6V1G1	1657	55.15802	3010	60.0397	598	30.94915	3627	44.22784
EGFR	3699	35.72865	925	5.353772	208	3.123611	3208	11.35086
PPFIBP2	138	2.072387	931	8.37775	167	3.899148	1589	8.741335
SUN2	2355	31.56487	3474	27.90158	1037	21.60993	6976	34.25166
CCNL2	1800	25.1441	1602	13.40948	583	12.66175	5938	30.38546
ZMYM3	750	7.202737	1092	6.284125	52	0.7764277	1837	6.462603
PGF	425	12.333	379	6.590294	22	0.9925762	363	3.858765
EPB41L5	465	4.191705	283	1.528657	168	2.354553	397	1.310962
LINC00339	98	4.663198	521	14.8553	71	5.252639	625	10.89431
PFKFB3	1062	13.12855	1506	11.15586	11910	228.9103	7003	31.71307
CD44	28924	276.834	22777	130.6302	776	11.5474	66641	233.6494
LOC283788	285	4.173575	477	4.185696	11	0.2504479	830	4.452496
NSD2	4680	32.56856	1419	5.917264	354	3.830164	3248	8.280007
TESK2	34	0.5927537	107	1.117802	78	2.114226	278	1.775424
DPM2	391	13.56279	676	14.05092	22	1.186469	1134	14.40945
USP28	665	7.582778	782	5.343174	2462	43.64718	864	3.608963
PSMF1	1408	9.231752	2448	9.617867	820	8.359047	3349	8.043752
FSCN1	6560	125.8196	10544	121.1814	55	1.640094	21062	147.9811
DGAT1	268	3.862396	749	6.468294	304	6.811724	1341	7.079667
BBS2	735	14.00699	1147	13.09806	323	9.570212	2190	15.28846
MMP2	67256	1060.489	236930	2238.623	338	8.286158	711884	4111.936
SETD3	1161	21.55841	1463	16.27851	1427	41.19741	1406	9.56383
VPS26A	2179	28.41059	2147	16.77417	340	6.892287	2189	10.45516
SNRNP35	225	11.44784	276	8.41465	236	18.66872	938	17.4826
WIPF2	904	8.774408	1165	6.77581	141	2.127796	2223	7.904072
MTCH2	1936	39.91597	1791	22.12701	643	20.6117	2962	22.37116
NF2	1737	15.33581	1605	8.491176	201	2.759081	1900	6.145009
CRY1	329	5.356165	462	4.506983	409	10.35244	359	2.14099
TMEM106C	1019	37.42855	1763	38.80315	90	5.139641	2571	34.59338
NRDC	3512	55.08548	3264	30.67741	3730	90.9605	4779	27.45881
ZNF28	188	2.256958	233	1.676129	11	0.2053146	172	0.7564082
PRDM11	42	1.211579	86	1.486574	28	1.255804	151	1.595663
ABCF2	1958	22.35972	2243	15.3486	495	8.78861	2633	11.01454
SLC25A24	2517	38.60944	1640	15.0744	109	2.59955	1889	10.61462
CTDSP2	4691	50.11219	9749	62.40565	1029	17.0905	14481	56.66809
HIVEP1	466	2.816101	1252	4.533697	128	1.202635	1312	2.904411
ODF2	1131	28.11863	699	10.41345	54	2.087309	2216	20.18196
C7orf26	334	9.491968	981	16.7057	113	4.992863	987	10.27517
CTSZ	2862	102.3199	9609	205.8517	370	20.56618	14915	195.333
FBXO48	32	0.6192915	37	0.4290746	28	0.8424898	82	0.5813277
SPRYD4	125	3.184488	156	2.381442	99	3.921265	329	3.070347
FAM102B	787	7.903422	1804	10.85583	52	0.811905	965	3.550012
SNRPA	950	31.27406	1061	20.92965	145	7.421472	2070	24.96278
TPT1	24080	282.2585	121739	855.079	67684	1233.497	75173	322.7859
ZNF674-AS1	56	1.398091	18	0.2692811	50	1.940791	149	1.362686
C12orf76	29	0.7987553	64	1.056286	23	0.9849292	108	1.089686
CHM	1043	10.27797	768	4.534927	227	3.477847	1233	4.450904
TOR1A	1326	33.76501	2095	31.96636	122	4.829972	3375	31.48177
TNIK	682	3.738089	76	0.2496116	328	2.79512	276	0.5541615
PSME3	2881	44.80822	2954	27.53029	384	9.285539	3382	19.2686
NOB1	928	30.27108	1571	30.70732	180	9.128802	2196	26.24063
LRRC75A-AS1	4508	192.3226	11504	294.0906	515	34.15978	9497	148.4208
AIFM2	301	4.971253	980	9.698652	64	1.643391	1140	6.897096
MED13L	3104	17.74979	2417	8.281977	1346	11.9668	4072	8.529847
LRIG3	357	4.692343	2195	17.28789	55	1.123947	2771	13.34197
ARHGAP10	593	10.40598	1026	10.78851	577	15.74221	1437	9.237345
RBBP7	2753	73.5598	2692	43.10179	752	31.24018	5324	52.1116
SIAE	498	8.790696	1464	15.48534	224	6.147568	1704	11.01858
CYFIP1	2923	34.94228	3634	26.03114	188	3.494151	6001	26.27895
ZNF205	168	3.898442	683	9.497042	54	1.948215	839	7.131908
YME1L1	3907	49.56702	4564	34.69613	1488	29.35039	4812	22.36336
CHST11	123	1.143567	451	2.512574	89	1.286494	758	2.581592
SMUG1	210	11.96772	506	17.27939	68	6.025074	587	12.2544
TSPOAP1	103	0.7200571	237	0.992805	121	1.315154	73	0.1869453
LIPT1	41	1.434245	129	2.704053	46	2.501836	89	1.14049
HSD11B1L	76	2.622674	684	14.14401	35	1.877847	1096	13.8549
CEP85	281	3.78336	148	1.19404	701	14.67408	608	2.998728
PPP3CC	367	8.382039	400	5.474311	588	20.87961	783	6.550997
P3H4	720	14.83908	2286	28.23167	19	0.6088207	3225	24.34816
CHD3	3356	24.56948	9159	40.17982	146	1.661837	13895	37.26444
DCAKD	348	9.266195	711	11.3443	38	1.57314	848	8.27142
COPG2	538	34.88659	1010	39.24492	157	15.82841	1305	30.99907
ICAM1	82	1.354712	1506	14.90885	1148	29.4874	4174	25.26083
TP53	598	12.39135	1425	17.69368	33	1.063146	1907	14.47539
ALAD	877	14.0432	1334	12.79995	233	5.800746	3632	21.30465
MXI1	379	6.211659	1445	14.1913	375	9.555669	1482	8.897717
MTFR1	668	24.33606	658	14.36434	76	4.30476	779	10.39617
IRAK1	3992	64.21059	7187	69.27071	328	8.202597	14635	86.23248
ST3GAL4	753	19.55494	1197	18.62695	47	1.897671	1619	15.40177
AGO1	809	5.913858	846	3.705771	129	1.466133	1607	4.303287
CSNK1G3	1136	14.60912	1643	12.66103	111	2.219372	1772	8.347788
SLC25A32	1015	17.45148	846	8.716107	103	2.753372	870	5.479584
SYNJ2BP	651	4.944905	925	4.210218	446	5.267121	894	2.487577
JAK1	7608	79.71718	5241	32.90648	1687	27.48261	9613	36.89796
SECISBP2	525	8.032541	607	5.56504	400	9.515138	1176	6.591178
CTCF	1177	21.18078	1249	13.46833	476	13.31784	1739	11.46376
SESN2	946	14.37952	1530	13.93575	201	4.750186	5428	30.22421
CD83	69	1.495654	49	0.6364495	144	4.852951	320	2.540938
L3HYPDH	429	15.23569	643	13.68364	51	2.816024	515	6.699988
UBL4A	890	20.03687	1885	25.42946	524	18.34141	1496	12.33768
MFAP3L	308	29.54749	537	30.86953	465	69.35603	171	6.009357
PDCD4	797	11.96544	1561	14.04297	207	4.831723	3466	19.06166
VLDLR	489	4.973164	816	4.972788	528	8.348708	928	3.457275
DDX42	2872	39.09038	2852	23.2606	827	17.50058	4186	20.87117
UBE2E2	318	9.689384	747	13.63878	61	2.88975	1206	13.46103
HMG20B	974	32.97505	2121	43.02819	106	5.579481	3383	41.95566
LRRN1	31	0.2663297	19	0.09781319	163	2.177243	65	0.2045659
