geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
RNF152	61	1.812318	29	0.5162836	4	0.1847676	49	0.533289
LOC105378683	0	0	2	0.1303619	3	0.5073615	2	0.07969421
OR51I2	0	0	0	0	0	0	0	0
MIR3191	0	0	0	0	0	0	0	0
HIPK1-AS1	0	0	1	0.05013137	0	0	0	0
ZNF722P	0	0	0	0	0	0	0	0
OLFML2A	50	0.4093022	2003	9.82519	42	0.5345457	7953	23.84883
MIR4265	0	0	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0
TYMSOS	13	0.8260049	13	0.4949582	0	0	107	2.490491
FAM83C	0	0	0	0	0	0	2	0.01240974
KCNE1B	0	0	0	0	0	0	4	0.02438811
RPL37A	5887	755.2651	12163	935.0439	5338	1064.745	13348	627.3121
PCDHGB8P	1	0.02718032	3	0.04886093	1	0.04225869	4	0.03982691
GNA14	4	0.08611285	69	0.8901085	7	0.2342974	320	2.523597
IFFO1	479	9.180567	1164	13.3682	101	3.009655	4926	34.58521
GCNT4	19	0.2965392	64	0.5985417	16	0.3882487	23	0.1314978
LINC01760	0	0	0	0	0	0	0	0
COL10A1	44	0.717197	448	4.375722	0	0	33	0.1970433
CYP4F62P	0	0	0	0	0	0	0	0
ADGRG1	45	0.6205207	2	0.01652569	180	3.859026	209	1.055728
CENPW	441	20.04187	147	4.00316	3	0.2119739	353	5.876739
PFKM	1385	23.03756	1517	15.12022	14511	375.2714	2553	15.55606
NPLOC4	2456	29.7711	3486	25.32094	1701	32.0577	5077	22.54425
RCC1	1362	25.59204	1317	14.82857	44	1.285411	1427	9.822312
MIR647	0	0	0	0	0	0	0	0
MIR6724-4	0	0	0	0	0	0	0	0
B3GALT4	9	0.2862639	172	3.278223	24	1.186853	510	5.942324
GJC2	12	0.2702735	47	0.6343166	11	0.3851913	195	1.608863
CDC27	3151	28.88512	2030	11.15084	529	7.539507	2806	9.422704
EDARADD	21	0.4062635	9	0.1043318	3	0.0902342	69	0.4889896
PACERR	1	0.06762519	0	0	0	0	38	0.9413565
RHBDF1	945	16.9376	2401	25.78684	142	3.957035	8156	53.54998
MIR6888	0	0	0	0	0	0	0	0
HNRNPR	5821	39.86227	4004	16.43026	738	7.857461	5887	14.76796
LOC102724784	0	0	0	0	0	0	0	0
SNX16	246	3.915757	512	4.88356	38	0.9404283	307	1.790116
SIRPA	2381	30.39404	4316	33.01386	325	6.450209	10982	51.35379
LINC01922	0	0	0	0	0	0	0	0
TUBGCP6	577	5.140829	859	4.586025	304	4.211069	2088	6.814749
SLC13A3	60	0.7948633	97	0.7700143	6	0.1235816	327	1.586905
GABRB2	0	0	0	0	3	0.03376018	4	0.01060582
RDH12	0	0	0	0	0	0	1	0.0104604
LINC01716	0	0	0	0	0	0	0	0
SMC6	1502	15.57375	938	5.827898	149	2.401988	1466	5.568256
RFX6	0	0	0	0	0	0	0	0
SLC17A7	1	0.01801975	34	0.3671247	14	0.3922277	89	0.5874904
NUTM1	0	0	0	0	0	0	1	0.00468175
MKRN1	1095	18.63577	1996	20.3554	610	16.14078	3398	21.18452
NAA35	711	14.35026	376	4.547408	250	7.844975	692	5.116327
SNORD115-23	0	0	0	0	0	0	0	0
MSTN	10	0.1902333	4	0.0455966	36	1.064757	10	0.0696865
NDUFB5	798	40.40998	1697	51.49363	981	77.23536	1356	25.15402
LINC01254	0	0	0	0	0	0	1	0.01030132
KIAA1644	214	1.702437	260	1.239415	0	0	636	1.853431
REEP2	132	3.230824	303	4.443936	35	1.331891	974	8.732937
PDLIM5	1556	50.63305	1702	33.18715	10980	555.5054	2534	30.20599
LINC00945	0	0	0	0	0	0	0	0
LINC00839	2	0.04651065	268	3.734591	0	0	101	0.8604107
KRTAP22-1	0	0	0	0	0	0	0	0
MC2R	0	0	0	0	0	0	0	0
NUDT3	175	3.920086	228	3.060401	246	8.567499	1331	10.92189
MIR3115	0	0	0	0	0	0	0	0
SNORD138	0	0	0	0	0	0	0	0
EMC2	598	9.157285	816	7.487582	284	6.761535	1172	6.574386
MARC2	19	0.4585548	157	2.270509	199	7.467103	48	0.4243663
RANGAP1	3585	50.47309	2588	21.83338	249	5.450439	5039	25.98825
MID1	589	4.878173	602	2.987613	14	0.1802733	901	2.733561
H2BFM	2	0.05698913	0	0	0	0	5	0.05219082
FLJ42969	0	0	0	0	0	0	1	0.01008451
CREB3L2	4198	194.2409	2891	80.1553	179	12.87694	4893	82.93456
TMEM151A	5	0.1059818	5	0.06350634	1	0.0329551	42	0.3261163
MED12	750	5.771285	992	4.574133	314	3.756664	1751	4.935821
BRPF1	563	6.38576	597	4.057555	140	2.468844	945	3.926432
MIR550A3	0	0	0	0	0	0	0	0
LOC649352	0	0	0	0	0	0	2	0.07512285
MIR4656	0	0	0	0	0	0	0	0
HMGA1P7	0	0	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0
CHIC1	361	2.802036	433	2.013911	18	0.2172203	571	1.623546
LOC100419170	11	0.194428	15	0.1588705	5	0.1374034	54	0.3496406
COLEC10	1	0.01565288	11	0.1031746	0	0	7	0.04013788
APOBEC4	0	0	0	0	0	0	1	0.007071499
MIR4539	0	0	0	0	0	0	0	0
SERPINI1	58	1.628457	119	2.002079	32	1.396882	6004	61.752
HTR3E	0	0	0	0	0	0	0	0
PRPF38A	548	10.60154	526	6.097617	107	3.218353	859	6.087566
MIR8071-2	0	0	0	0	0	0	0	0
LUCAT1	1	0.0602548	4	0.1444234	38	3.559891	7	0.1545083
SUCNR1	0	0	17	0.1306581	0	0	7	0.03288983
ZNF383	71	1.828771	111	1.713207	39	1.561806	100	0.9435458
TLK2	1114	10.98368	1024	6.049904	401	6.147074	1508	5.446607
CAPNS2	1	0.05293857	0	0	0	0	6	0.1163551
GNB2	2858	92.10657	5985	115.5789	757	37.93025	8319	98.21131
CHST6	35	0.2726125	31	0.1446856	0	0	369	1.052849
TMEM178B	2	0.01015947	0	0	67	0.5291483	11	0.02046897
LSM4	1588	46.66264	1365	24.03463	550	25.12713	3206	34.50995
NPR2	779	12.17938	2167	20.3017	112	2.722495	3169	18.1498
LOC101928269	0	0	0	0	0	0	3	0.07266815
PIKFYVE	1121	6.071671	809	2.625651	231	1.945253	1518	3.011871
ALOX15B	0	0	0	0	2	0.06345236	0	0
SNORD115-21	0	0	0	0	0	0	0	0
ATF7	862	23.86489	1235	20.48825	355	15.28065	2820	28.59981
MIR7851	0	0	0	0	0	0	0	0
LINC02210-CRHR1	18	0.3827446	13	0.1656402	8	0.2644771	51	0.3972545
IGHMBP2	250	3.390666	398	3.234551	96	2.024313	747	3.711314
CXCR4	3	0.08525719	0	0	329	14.53674	16	0.1665681
LINC02133	0	0	0	0	0	0	0	0
CLASP2	838	6.686392	551	2.634422	958	11.88433	784	2.291532
MIR31HG	236	5.891955	432	6.462746	0	0	1466	13.40736
BICD2	1707	14.2676	1669	8.359101	427	5.548897	2697	8.257723
ELOVL2	129	1.698467	1317	10.39056	6	0.1228231	6	0.0289388
PSMA8	0	0	0	0	0	0	0	0
CALHM2	750	21.78769	3000	52.22244	34	1.535643	5471	58.22087
ARF6	3701	50.38657	2698	22.01018	350	7.408413	5958	29.7138
HOXC8	1700	39.84507	1411	19.81703	187	6.814417	301	2.584367
MIR920	0	0	0	0	0	0	0	0
ALS2	750	5.813831	750	3.483761	398	4.796734	1134	3.220151
MLKL	180	4.512772	201	3.019624	103	4.014852	359	3.297064
VAV3-AS1	0	0	0	0	0	0	0	0
GHITM	3261	71.40748	4875	63.96662	2613	88.95979	5346	42.88287
ANKRD54	364	9.299736	498	7.624028	67	2.661371	770	7.20646
CBX8	53	1.838434	231	4.801424	4	0.2157216	204	2.592175
VGLL2	1	0.03137904	0	0	3932	191.8291	0	0
NUDT7	32	1.599307	106	3.174488	7	0.543928	141	2.581446
EIF4G2	28346	377.3845	22273	177.6875	8185	169.423	36629	178.6403
CD72	4	0.1385705	16	0.3321365	1	0.05386072	76	0.9644647
ZNF271P	602	6.288142	828	5.182533	230	3.735211	1011	3.868468
C1QTNF7	0	0	13	0.09607743	3	0.05752741	47	0.2123499
MIR548M	0	0	0	0	0	0	0	0
PCGF5	1780	96.51735	1328	43.14886	678	57.15794	1017	20.20079
SNORD115-17	0	0	0	0	0	0	0	0
MIR524	0	0	0	0	0	0	0	0
ZNF511	324	15.65322	584	16.90664	196	14.72232	924	16.35282
SPRED3	136	1.437375	116	0.7346409	5	0.08216042	559	2.164238
FAM71E1	8	0.3493601	10	0.2616792	8	0.5431687	25	0.3999313
KIAA0922	394	4.212311	231	1.479865	435	7.230608	351	1.374654
FAM193A	622	6.868998	751	4.969685	277	4.756026	1364	5.517971
MIR548AH	0	0	0	0	0	0	0	0
TBC1D30	0	0	0	0	16	0.1705039	23	0.05774877
ACSS1	74	1.62772	656	8.646448	333	11.38816	478	3.851571
KCTD21-AS1	35	3.381869	35	2.026482	2	0.3004555	49	1.73439
AQP2	0	0	0	0	0	0	0	0
HIST1H1T	0	0	0	0	0	0	0	0
TSPAN32	0	0	0	0	5	0.3029666	0	0
CCDC137	791	20.12276	583	8.887212	36	1.423885	679	6.327656
SPATA32	0	0	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0	0	0
EEFSEC	243	5.846257	603	8.693103	115	4.301609	428	3.77205
OSTF1	807	32.96025	888	21.73281	117	7.42958	1127	16.86176
JRKL	584	9.907636	440	4.472968	34	0.896804	617	3.834462
LRP8	250	1.723669	74	0.3057253	6	0.0643171	379	0.9572271
LILRA3	0	0	0	0	30	1.823099	0	0
ADAM2	0	0	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0	0	0
CCBE1	998	8.549444	3288	16.87816	2	0.02663783	3578	11.22819
NT5C3A	631	18.55181	707	12.45553	540	24.6838	752	8.099099
ZXDB	212	2.015044	233	1.32706	109	1.610781	357	1.243022
FN1	251538	1647.633	283641	1113.299	1080	10.99872	767068	1840.572
ZNF212	174	3.320662	327	3.739461	35	1.038496	293	2.048354
ADRA2C	38	1.040765	5	0.08205875	16	0.6813189	119	1.193928
KLRA1P	22	0.5343248	38	0.5530344	0	0	32	0.2847047
IL3	0	0	0	0	0	0	0	0
MORC2	829	8.598955	944	5.867445	161	2.596441	2159	8.203626
LARP4	1560	12.83488	1006	4.959652	418	5.346937	1205	3.631754
RNF20	1357	18.46056	1714	13.9721	340	7.191267	1951	9.722644
CEP83	287	4.858234	160	1.62294	70	1.842281	289	1.792076
TYW1	350	5.679084	535	5.201755	119	3.002055	618	3.673337
SNORD87	0	0	0	0	0	0	0	0
PANDAR	0	0	0	0	0	0	1	0.01304424
MIR548H2	0	0	0	0	0	0	0	0
LOC102724264	0	0	0	0	0	0	0	0
LOC100505716	0	0	0	0	1	0.03951488	1	0.009310248
SPACA7	0	0	0	0	0	0	0	0
STT3B	5648	66.75866	5654	40.04558	1112	20.43521	8074	34.95938
ARF3	2565	38.88965	3981	36.16802	172	4.054492	7115	39.51696
RNFT2	6	0.1110285	0	0	1	0.02877032	11	0.07456551
MINPP1	734	17.76266	1272	18.44527	42	1.580239	1680	14.89304
PLSCR5	0	0	0	0	0	0	0	0
FIBIN	344	6.138972	6392	68.35336	35	0.9711061	3577	23.38397
MIR6739	0	0	0	0	0	0	0	0
RNGTT	761	8.763147	383	2.642775	78	1.39647	542	2.286319
C1QTNF1-AS1	0	0	0	0	0	0	1	0.02137609
HMGA1	11430	307.5535	5327	85.89008	909	38.02767	29237	288.1836
IMMT	1928	34.45266	2045	21.89752	1145	31.81139	2321	15.19333
TSPAN15	3	0.09469119	0	0	66	3.238871	4	0.04624985
GGN	9	0.2240673	24	0.3580413	3	0.1161231	140	1.276809
FAM159A	0	0	0	0	1	0.05637349	0	0
UBE2Q2	1670	29.92206	1876	20.14159	394	10.97571	2371	15.56211
LINC01399	0	0	0	0	0	0	0	0
TP53INP2	357	4.788584	574	4.613565	782	16.30824	3843	18.88301
MIR1273E	0	0	0	0	0	0	0	0
RPL36AL	1562	145.1734	2483	138.2829	655	94.64738	4370	148.7816
S100A13	970	75.60752	2826	131.9931	304	36.84073	5300	151.3321
SLC16A7	1438	6.398548	1702	4.538037	161	1.113807	609	0.9926631
NAALADL1	59	1.177514	232	2.77452	2	0.0620591	209	1.527996
WDYHV1	165	5.930575	133	2.86451	61	3.408821	257	3.383826
LOC102723753	3	0.03646426	10	0.07283365	0	0	26	0.1157661
UBQLN2	1204	18.89018	1880	17.67475	440	10.73306	2974	17.09278
NMI	235	8.52082	525	11.40667	67	3.777024	985	13.08313
TMEM18	401	10.12445	773	11.69479	108	4.239478	810	7.491594
DCANP1	0	0	0	0	0	0	0	0
BTN3A2	152	2.183571	902	7.764547	54	1.206088	2066	10.87217
ARF4-AS1	5	0.4901899	6	0.3524776	3	0.4572746	12	0.4309607
PCBP2	6310	106.8134	14823	150.3552	2162	56.90018	14814	91.86094
LEAP2	4	0.3034047	0	0	0	0	0	0
GUSBP4	44	0.4737158	91	0.5870734	34	0.5691222	181	0.713848
ARMC1	977	18.37074	814	9.171544	206	6.022278	939	6.467848
HSPA12B	223	3.928637	417	4.402091	70	1.917328	741	4.782085
MIR4498	0	0	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0	0	0
STARD9	295	1.015137	343	0.707266	115	0.6152647	1090	1.374014
KDM3A	774	8.488165	605	3.975704	287	4.893461	1464	5.881335
ADAM8	7	0.119779	23	0.2358286	486	12.92946	43	0.2695338
OTX1	4	0.07510753	3	0.03375442	2	0.05838683	15	0.1031755
LGALS13	0	0	0	0	0	0	0	0
NCAM1	660	7.346134	1572	10.48464	74	1.280584	1445	5.891756
CACNB3	453	8.568934	1054	11.9469	4	0.1176387	1446	10.0198
PDXP	335	8.960085	270	4.3273	42	1.746538	474	4.644166
PCDHGA10	171	3.591923	211	2.655824	5	0.163291	424	3.262562
TAF13	477	44.33271	487	27.12194	185	26.73247	682	23.21947
RAB28	334	10.43785	782	14.64391	50	2.429382	825	9.44453
INSM1	0	0	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0	0	0
PPM1A	1221	15.16755	1850	13.77074	1352	26.11186	2068	9.410489
SLC30A3	1	0.02740254	0	0	5	0.213021	3	0.0301144
C12orf71	0	0	0	0	0	0	8	0.1626884
WDR45B	2133	44.21566	3642	45.2388	263	8.476224	4081	30.98945
PAX1	1	0.01001995	0	0	28	0.4361994	64	0.2349133
RIPOR2	634	5.987914	202	1.143203	818	12.01161	961	3.324847
LOC105378330	0	0	0	0	0	0	1	0.04101174
AGXT	0	0	0	0	0	0	0	0
FOXN1	0	0	0	0	0	0	1	0.00728388
JADE1	780	7.405964	759	4.318318	177	2.612894	767	2.667746
WDR81	1018	17.14575	1799	18.15623	124	3.247071	2815	17.36797
WASIR1	0	0	0	0	0	0	0	0
LOC101927950	0	0	0	0	0	0	0	0
AIRE	0	0	0	0	0	0	0	0
TEX26	0	0	0	0	2	0.167087	0	0
FOXG1	0	0	0	0	0	0	0	0
RS1	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0	0
ATXN10	2419	38.95591	2870	27.69525	555	13.89607	3593	21.19614
IPO13	760	10.12077	1481	11.81792	1156	23.93422	2271	11.07846
MIR527	0	0	0	0	0	0	0	0
LZTS1	166	1.63071	45	0.2648909	21	0.3207372	155	0.5577792
C16orf74	35	2.092461	29	1.038899	3	0.2788508	60	1.314022
CHCHD2	3177	177.1021	7346	245.3824	2733	236.8687	13468	275.0247
TDG	579	9.571486	654	6.478351	56	1.439297	779	4.717374
TEX14	1	0.01088206	4	0.02608296	10	0.1691891	8	0.03189062
TAB3	593	4.685528	460	2.177948	225	2.764062	773	2.237409
DAPP1	2	0.03587075	0	0	51	1.422139	0	0
LOC102723427	0	0	0	0	0	0	0	0
LINC02169	0	0	0	0	0	0	0	0
USP45	424	3.872893	367	2.00873	58	0.823681	392	1.311649
CORIN	2	0.04422827	21	0.2782756	1	0.03438202	2	0.01620175
COX10	213	3.804965	298	3.189871	274	7.609971	378	2.473574
LINC01003	26	0.9805177	125	2.824737	59	3.459358	216	2.983994
SEMA5A	479	2.175409	6632	18.04828	25	0.1765252	769	1.279363
RPSAP9	158	5.884049	103	2.298488	19	1.100105	191	2.605641
VRK1	483	15.20947	96	1.811441	33	1.615632	238	2.745403
MAMDC4	39	0.5714329	57	0.5004508	32	0.728974	154	0.8265771
C3orf49	0	0	0	0	0	0	1	0.0152402
GSDMD	405	12.33325	1351	24.65265	57	2.698725	1571	17.5251
UGDH-AS1	570	10.30241	330	3.574078	409	11.49341	1835	12.14961
NCBP3	959	6.283978	800	3.141174	178	1.813416	1596	3.83099
LINC02037	0	0	0	0	0	0	0	0
SNRPG	1025	87.94791	864	44.42233	246	32.81695	1952	61.35409
MSANTD1	2	0.06422368	0	0	8	0.3994079	12	0.141159
ZWINT	1125	36.34345	58	1.122761	3	0.1506802	496	5.869719
MPZL3	16	0.2172224	0	0	51	1.076505	2	0.009946645
GNG3	2	0.1127798	0	0	0	0	6	0.1239408
MIR4693	0	0	0	0	0	0	0	0
GNA11	2290	29.62734	3789	29.37431	686	13.79884	4375	20.73468
MIR1302-10	0	0	0	0	0	0	0	0
PTBP1	6432	105.806	6199	61.10428	489	12.50646	10554	63.59797
WNT9A	40	1.729896	17	0.4405496	123	8.270401	120	1.901093
MIR4764	0	0	0	0	0	0	0	0
MIR6857	0	0	0	0	0	0	0	0
PDE6C	0	0	0	0	0	0	0	0
LOC101929259	0	0	0	0	0	0	0	0
NOL4L	195	1.713737	380	2.001147	36	0.4918962	543	1.74812
PI4KAP1	116	2.635892	208	2.832167	52	1.837107	339	2.821834
MIR4734	0	0	0	0	0	0	0	0
ARL5C	0	0	0	0	2	0.1772081	0	0
GALNT18	38	0.8102654	7	0.08943915	33	1.094004	124	0.968562
GOLGA6L3	4	0.1282937	2	0.03843805	4	0.1994651	29	0.3407261
SLC25A21-AS1	15	0.4549783	17	0.3089828	2	0.09431719	13	0.1444458
ZNF891	26	0.6054261	7	0.09767236	5	0.1810169	51	0.4350308
MIR4273	0	0	0	0	0	0	0	0
RNF41	710	6.844331	1670	9.646616	252	3.776892	1999	7.05907
CXADR	4	0.1285243	0	0	6	0.2997354	93	1.094638
CRLS1	575	8.424972	851	7.471642	389	8.861589	1073	5.759202
LOC100506691	3	0.1983728	4	0.1584918	0	0	13	0.3148953
RFX3-AS1	1	0.04835597	7	0.2028309	9	0.6766344	11	0.194852
ZBP1	0	0	0	0	35	2.906548	0	0
BORCS6	117	3.278126	502	8.428094	108	4.704624	347	3.561486
IFFO2	574	5.275368	444	2.445174	68	0.971653	617	2.077246
MGME1	538	14.38963	415	6.65122	72	2.994065	673	6.593931
LOC339978	0	0	0	0	0	0	0	0
LOC105369785	0	0	0	0	0	0	0	0
PRR22	8	0.3081999	5	0.1154246	1	0.05989684	37	0.5221632
OGN	17	0.2586256	175	1.595315	28	0.6622806	4974	27.71982
NKILA	23	0.4747559	25	0.3092206	23	0.7381282	16	0.1209831
IFNGR1	807	20.41359	2208	33.46808	979	38.50259	3201	29.66153
TSKU	773	11.63117	2632	23.73099	21	0.4912751	4413	24.32428
YRDC	284	8.295209	221	3.868006	25	1.1353	548	5.863428
MRRF	433	6.380982	513	4.530049	173	3.963758	705	3.805842
PCBP1	4976	152.4839	9232	169.5217	3921	186.8108	14219	159.6154
CCDC28A	128	4.588387	389	8.355753	35	1.950651	386	5.068733
MIR4659A	0	0	0	0	0	0	0	0
MGC12916	43	1.149527	24	0.3844571	6	0.2493811	56	0.5484043
C21orf58	136	4.356775	121	2.322723	14	0.6972936	286	3.35625
KLC3	22	0.6579973	11	0.1971424	1	0.04650106	4	0.04382515
MORC1	0	0	0	0	0	0	0	0
RP2	761	10.65813	548	4.598993	103	2.242823	599	3.07316
PPP4R3A	1666	19.53262	1357	9.533476	322	5.869524	2808	12.05993
SSX7	0	0	0	0	0	0	0	0
LINC01219	0	0	0	0	0	0	0	0
BAG5	986	10.90677	938	6.217386	140	2.407734	1382	5.600015
SUPT16H	4456	51.01642	2915	19.99812	281	5.001872	3572	14.98091
GLTSCR1	240	2.242625	606	3.393157	139	2.019397	963	3.296354
BIRC6-AS2	0	0	0	0	2	0.2835932	0	0
MIR1-1HG	0	0	0	0	1603	159.2996	1	0.02341433
LINC01619	0	0	0	0	0	0	5	0.04149688
MIR4444-1	0	0	0	0	0	0	0	0
C3orf30	0	0	0	0	0	0	0	0
RPP25L	112	6.688417	299	10.69947	370	34.35331	544	11.90053
PKNOX1	654	6.770639	685	4.249408	159	2.559237	777	2.946694
PFDN4	570	22.70971	1114	26.59547	144	8.919911	846	12.34722
KCNMB2-AS1	0	0	0	0	0	0	0	0
MEX3A	382	3.345106	111	0.5824456	3	0.04084409	265	0.8500695
MIR6871	0	0	0	0	0	0	0	0
GTSF1	0	0	2	0.07914829	1	0.1026803	12	0.2903146
ADAMTS5	851	4.722797	5661	18.8256	40	0.3451367	1647	3.348308
MPHOSPH6	500	24.35367	329	9.60232	65	4.922312	282	5.031593
PDK4	48	0.6956987	405	3.517393	55290	1245.914	2887	15.32812
HSPC324	0	0	0	0	0	0	0	0
CST7	0	0	8	0.2764233	222	19.90275	0	0
NSMCE4A	369	14.11432	380	8.7097	85	5.054917	1022	14.32012
LINC00491	0	0	12	0.243441	0	0	11	0.136421
ZNF668	389	8.311082	1137	14.55641	44	1.461578	1239	9.697087
MMP7	1	0.04766824	0	0	0	0	1	0.01746189
FAM182A	0	0	2	0.01257453	0	0	2	0.007687194
RNASE10	0	0	0	0	0	0	0	0
TMPO-AS1	161	2.731386	19	0.1931509	3	0.07912976	117	0.7271183
C2CD6	59	1.78655	0	0	3	0.1412361	31	0.3438641
MIR210	0	0	0	0	0	0	0	0
LPAR1	3043	51.51082	5479	55.57554	46	1.210642	8413	52.16863
SCARNA22	0	0	0	0	0	0	0	0
TEX33	0	0	0	0	0	0	0	0
PRMT7	444	8.014234	605	6.543653	228	6.398458	786	5.19713
PMFBP1	2	0.02918464	0	0	0	0	10	0.05345476
LINC00629	0	0	9	0.2169601	13	0.8131232	12	0.1768458
CALML4	52	0.6016381	104	0.7210264	41	0.7375258	128	0.5425053
SERPINI2	0	0	0	0	2	0.09937592	1	0.01170717
RNASE6	0	0	0	0	20	1.571657	0	0
TDP2	793	22.09145	1078	17.99516	203	8.79242	1850	18.87925
LOC105377348	14	0.8214167	39	1.371153	26	2.371758	39	0.8382279
LOC101927543	0	0	0	0	0	0	0	0
LINC00092	1	0.03017826	0	0	0	0	0	0
SH2B3	1057	10.48529	1054	6.26516	89	1.372641	1376	5.000185
RPL35A	5030	558.4734	9895	658.3188	1857	320.5589	14316	582.2618
CTD-2270F17.1	0	0	0	0	0	0	0	0
LINC01241	0	0	0	0	0	0	0	0
ARL15	149	3.214155	285	3.68393	35	1.173843	283	2.236295
TNNC1	3	0.2311499	3	0.1385095	38530	4615.65	4	0.1129001
MIR3156-1	0	0	0	0	0	0	0	0
SLC38A2	18258	205.3519	16027	108.0149	8191	143.2332	23063	95.0218
CPNE5	11	0.2378607	72	0.9329286	5	0.1680976	14	0.1108971
TAF4	244	2.827341	304	2.110804	108	1.945689	509	2.160569
USP3	414	3.880022	501	2.813568	117	1.70483	1026	3.522437
MIR3912	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0	0	0
MXRA8	11006	232.9188	19958	253.0918	180	5.922554	50008	387.6829
ZNF737	116	0.7413545	112	0.4289156	18	0.1788553	108	0.2528446
RNF216	1076	9.86366	2027	11.13437	345	4.917069	2891	9.708138
FAHD1	587	18.69294	682	13.01397	215	10.64485	1144	13.34528
FGF19	0	0	0	0	0	0	0	0
LOC105372419	38	3.209162	63	3.188118	6	0.7878085	60	1.856185
SNORA11	0	0	0	0	0	0	0	0
TRMT13	334	5.698805	184	1.881226	199	5.279002	224	1.400062
RBPJ	6361	58.72266	2799	15.4835	443	6.358365	17352	58.68024
EIF4EBP3	62	4.811665	522	24.27505	322	38.85268	1505	42.78605
SKOR1	1	0.0205703	5	0.06163062	3	0.09594522	30	0.2260601
LINC00472	56	0.3161157	77	0.2604562	24	0.2106351	152	0.314314
RPS4Y1	2943	175.946	0	0	0	0	6	0.1314022
RNASE9	0	0	0	0	0	0	0	0
MIR5186	0	0	0	0	0	0	0	0
PTPN12	2210	38.14457	1810	18.71996	415	11.13653	2634	16.65399
PPIL2	891	12.80318	932	8.024941	215	4.803303	2239	11.78572
KNOP1	414	9.475666	435	5.966018	35	1.245486	425	3.563365
MXD1	129	1.231812	230	1.316038	1363	20.2354	2157	7.545131
LINC01393	3	0.1355352	7	0.1895025	0	0	2	0.03309962
LOC101927849	0	0	0	0	0	0	0	0
TREML2	0	0	0	0	95	2.07187	0	0
ITGA2	2247	15.2338	179	0.7271837	4	0.04216253	1872	4.649145
PLA2G4C	45	0.9400876	132	1.652402	623	20.2351	458	3.504962
WT1-AS	0	0	3	0.08967686	0	0	1	0.01827407
PLXNA4	570	8.969267	1218	11.48458	20	0.4892981	1258	7.251449
MAL2	1	0.01902333	2	0.0227983	1	0.02957659	2	0.0139373
HECTD4	1010	3.505699	881	1.832378	604	3.259505	2554	3.247403
LOC101928371	43	1.319949	91	1.673848	13	0.6204311	152	1.709206
MIR519A2	0	0	0	0	0	0	0	0
SNORD65B	0	0	0	0	0	0	0	0
LOC101929123	0	0	0	0	0	0	0	0
SYP	3	0.06612426	6	0.07924589	3	0.1028069	23	0.1857075
CHRNB1	31	0.6821625	257	3.388794	894	30.58617	167	1.346185
USP17L27	0	0	0	0	0	0	0	0
LOC100132215	23	0.6539851	17	0.2896509	0	0	165	1.718644
EMILIN1	5089	69.40658	24301	198.5995	67	1.420707	28229	141.0346
DLEU7	2	0.07840172	0	0	3	0.182843	4	0.05744042
IQCF4	0	0	0	0	0	0	0	0
ERGIC2	1057	31.89843	1129	20.41616	219	10.27542	1185	13.1001
LOC728175	1	0.02855526	0	0	1	0.04439638	1	0.0104604
OR51I1	0	0	0	0	0	0	0	0
SMC5-AS1	3	0.1548415	5	0.1546401	0	0	38	0.7184752
LPAR5	0	0	0	0	0	0	0	0
DEFB133	0	0	0	0	0	0	0	0
C22orf15	2	0.1241361	0	0	0	0	0	0
ODF2L	923	11.90416	519	4.01098	67	1.343487	1832	8.655352
MIR6848	0	0	0	0	0	0	0	0
CYTH3	1743	20.92489	3034	21.82565	317	5.916794	2869	12.61706
SMIM2	0	0	0	0	2	0.1373581	0	0
AHSA2	558	9.866054	814	8.624215	244	6.707498	2105	13.634
ZNF276	231	3.469968	385	3.465454	212	4.951203	759	4.176546
HMHB1	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0
SEMA4B	292	4.112137	530	4.472461	43	0.9414877	1398	7.211971
NMNAT1	394	19.31348	474	13.92286	156	11.88914	623	11.18702
SOX21	0	0	0	0	0	0	2	0.01345983
LOC100287944	0	0	0	0	0	0	2	0.06904964
MIR4751	0	0	0	0	0	0	0	0
NR4A3	166	3.439739	187	2.321908	1666	53.67275	7184	54.53129
TNIP3	64	1.401435	16	0.2099417	1	0.03404508	7	0.05615041
HIF1A-AS1	6	0.4934979	0	0	0	0	8	0.2410383
LHX1	0	0	0	0	0	0	1	0.005725626
MHENCR	10	0.6762519	42	1.701938	11	1.156545	41	1.015674
SNORD168	0	0	0	0	0	0	0	0
PDAP1	3130	62.46811	3704	44.29665	2994	92.90247	5396	39.45009
WIPI1	758	21.79576	2552	43.97131	621	27.76233	4853	51.11816
ISYNA1	93	2.348065	1087	16.44533	62	2.433774	862	7.972536
ZNF600	32	0.5298107	102	1.011945	15	0.386121	68	0.4124219
LINC01360	0	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0	0	0
